field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
donor_dna_construct_id,,,,YES,,integer,,,,donor_dna_constructs
engineering_step_id,,,,YES,,integer,,,,engineering_steps
