field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
ecephys_unit_id,,,,NO,,integer,,,,ecephys_units
ecephys_analysis_run_id,,,,NO,,integer,,,,ecephys_analysis_runs
data,,,,NO,,jsonb,,,,
