field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
image_series_id,,,,NO,,integer,,,,image_series
structure_id,,,,NO,,integer,,,,structures
sum_pixels,,,,YES,,double precision,,,,
sum_expressing_pixels,,,,YES,,double precision,,,,
sum_pixel_intensity,,,,YES,,double precision,,,,
sum_expressing_pixel_intensity,,,,YES,,double precision,,,,
expression_density,,,,YES,,double precision,,,,
expression_energy,,,,YES,,double precision,,,,
created_at,,,,NO,,timestamp without time zone,,,('now'::text)::date,
updated_at,,,,NO,,timestamp without time zone,,,('now'::text)::date,
voxel_energy_mean,,,,YES,,double precision,,,,
voxel_energy_cv,,,,YES,,double precision,,,,
