field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
name,,,,YES,,character varying,,255.0,,
heatmap_type_id,,,,YES,,integer,,,,heatmap_types
project_id,,,,YES,,integer,,,,projects
locked,,,,YES,,boolean,,,FALSE,
storage_directory,,,,YES,,character varying,,255.0,,
heatmap_columns_file_id,,,,YES,,integer,,,,well_known_files
heatmap_rows_file_id,,,,YES,,integer,,,,well_known_files
heatmap_matrix_file_id,,,,YES,,integer,,,,well_known_files
heatmap_normalized_zip_file_id,,,,YES,,integer,,,,well_known_files
created_at,,,,NO,,timestamp without time zone,,,,
updated_at,,,,NO,,timestamp without time zone,,,,
