field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
x,,,,YES,,integer,,,,
y,,,,YES,,integer,,,,
width,,,,YES,,integer,,,,
height,,,,YES,,integer,,,,
attachable_type,,,,YES,,character varying,,255.0,,
attachable_id,,,,YES,,integer,,,,
structure_id,,,,YES,,integer,,,,structures
created_at,,,,NO,,timestamp without time zone,,,,
updated_at,,,,NO,,timestamp without time zone,,,,
mask_matrix,,,,YES,,ARRAY,,,,
sign_positive,,,,YES,,boolean,,,FALSE,
deleted,,,,YES,,boolean,,,FALSE,
pixel_centroid_x,,,,YES,,integer,,,,
pixel_centroid_y,,,,YES,,integer,,,,
reticle_centroid_x,,,,YES,,integer,,,,
reticle_centroid_y,,,,YES,,integer,,,,
min_altitude,,,,YES,,double precision,,,,
max_altitude,,,,YES,,double precision,,,,
range_altitude,,,,YES,,double precision,,,,
bias_altitude,,,,YES,,double precision,,,,
min_azimuth,,,,YES,,double precision,,,,
max_azimuth,,,,YES,,double precision,,,,
range_azimuth,,,,YES,,double precision,,,,
bias_azimuth,,,,YES,,double precision,,,,
eccentricity_at_centroid,,,,YES,,double precision,,,,
area,,,,YES,,double precision,,,,
