field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
login,,,,YES,,character varying,,255.0,,
created_at,,,,NO,,timestamp without time zone,,,('now'::text)::date,
updated_at,,,,NO,,timestamp without time zone,,,('now'::text)::date,
group_override,,,,YES,,integer,,,,work_groups
use_custom_header,,,,YES,,boolean,,,,
siv_default_ontology_id,,,,YES,,integer,,,,
siv_default_graph_id,,,,YES,,integer,,,,
siv_default_cortex_layer_ontology_id,,,,YES,,integer,,,,
siv_default_cortex_layer_graph_id,,,,YES,,integer,,,,
jobs_update,,,,YES,,boolean,,,FALSE,
