field_name,field_name_aliases,data_model_entity,definition,nullable,permissible_values,data_type,data_example,character_maximum_length,column_default,foreign_key_table_id
id,,,,NO,,integer,,,nextval('lims_locally_unique_id_seq'::regclass),
name,,,,NO,,character varying,,,,
description,,,,NO,,character varying,,,,
version_number,,,,NO,,integer,,,,
stimulus_namespace_id,,,,NO,,integer,,,,stimulus_namespaces
well_known_file_id,,,,YES,,integer,,,,well_known_files
to_publish,,,,YES,,boolean,,,FALSE,
published_at,,,,YES,,timestamp without time zone,,,,
created_at,,,,NO,,timestamp without time zone,,,,
updated_at,,,,NO,,timestamp without time zone,,,,
